customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0177-2451,Female,0,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,74.95,952.27,Yes
0178-9104,Male,0,No,Yes,0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,63.4,,Yes
0179-5508,Female,0,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.54,7033.99,No
0180-9441,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,72.23,2388.33,No
0181-2370,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,82.65,994.26,No
0182-5475,Male,0,No,No,25,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,58.02,1426.42,No
0183-7266,Female,0,No,No,54,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),64.1,3559.87,No
0184-5460,Male,0,No,Yes,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.09,4318.73,No
0185-5014,Male,0,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.6,130.76,No
0186-2495,Male,1,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.39,426.44,No
0187-4428,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,95.07,3727.83,No
0188-3148,Male,0,Yes,No,70,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.75,3739.23,No
0189-3713,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),90.75,426.49,No
0190-7152,Female,0,No,No,62,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,58.53,3624.26,No
0191-6671,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.85,177.66,No
0192-6464,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,76.13,2778.88,No
0193-4255,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.98,437.86,No
0194-9636,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,98.76,3021.56,No
0195-1788,Female,0,Yes,No,67,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.34,5672.05,No
0196-4082,Male,1,No,No,15,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.07,1080.17,No
0197-2061,Male,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),58.59,2849.31,No
0198-4050,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.88,592.06,No
0199-9656,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,100.19,4776.26,No
0200-4296,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.5,64.12,No
0201-9176,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.24,1697.42,Yes
0202-5455,Female,1,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,81.3,5619.82,No
0203-7296,Female,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.2,1573.54,No
0204-5116,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,119.79,8142.11,No
0205-3392,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.97,3795.57,No
0206-7877,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.33,425.32,No
0207-9721,Female,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,52.45,1791.05,No
0208-3371,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.17,4910.82,No
0209-8007,Male,1,No,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),77.61,3939.45,No
0210-3349,Male,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.18,1168.06,No
0211-7451,Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.71,2014.55,No
0212-8100,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.57,153.59,No
0213-5043,Male,0,No,No,70,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.44,5948.32,No
0214-7631,Male,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,99.97,865.69,Yes
0215-3449,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.77,5642.76,No
0216-1713,Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,72.63,4112.04,No
0217-1867,Female,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.51,854.46,No
0218-5022,Female,0,No,No,34,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.57,2085.07,No
0219-9122,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,66.2,116.23,Yes
0220-2148,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,70.79,1593.37,No
0221-5101,Male,0,No,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),83.82,1218.46,Yes
0222-7335,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,89.53,4708.74,No
0223-2821,Male,0,Yes,No,14,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),74.2,1060.41,No
0224-7493,Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.99,2011.54,No
0225-3753,Female,1,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,68.88,1498.11,No
0226-8277,Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.47,2034.46,No
0227-6212,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),89.26,2300.85,No
0228-5921,Female,1,No,No,54,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),87.86,4753.83,No
0229-2590,Male,0,Yes,Yes,48,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.71,3598.31,No
0230-5168,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.78,6546.1,Yes
0231-8708,Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.56,1495.88,No
0232-1175,Female,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.87,2361.67,No
0233-7825,Female,0,No,No,47,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),69.74,3289.84,No
0234-5434,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),61.07,79.17,No
0235-7474,Male,0,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,1303.23,No
0236-6969,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.92,4161.7,No
0237-4888,Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.39,152.36,No
0238-3777,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.68,507.93,No
0239-6645,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,68.37,61.38,Yes
0240-2261,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.34,1091.9,No
0241-6256,Female,1,Yes,No,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.79,3661.64,No
0242-1852,Male,1,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.07,885.94,Yes
0243-6847,Male,0,Yes,No,39,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.21,3215.19,No
0244-6658,Female,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,727.33,No
0245-1759,Female,0,No,No,35,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),70.62,2507.75,No
0246-7816,Female,0,Yes,No,45,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,60.92,2777.28,No
0247-4741,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.5,1659.86,No
0248-8081,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.7,2430.9,No
0249-1374,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,84.55,1038.37,No
0250-2614,Female,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.95,5284.78,No
0251-5445,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.4,2821.1,No
0252-2693,Female,1,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.03,705.23,No
0253-3968,Female,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.4,2150.51,No
0254-6944,Female,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,81.64,2069.23,Yes
0255-2300,Female,1,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,698.8,No
0256-7098,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.73,2048.91,No
0257-1930,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.01,1489.4,No
0258-2576,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.87,295.39,No
0259-6288,Male,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.28,145.91,No
0260-8140,Female,0,Yes,Yes,59,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.49,5121.71,No
0261-2535,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.56,701.23,No
0262-3699,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.84,265.17,No
0263-9325,Male,0,No,Yes,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,68.51,193.58,No
0264-9906,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),102.54,7101.7,No
0265-6228,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.04,3730.53,No
0266-5022,Female,0,No,Yes,38,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,71.08,2603.64,No
0267-4121,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,68.08,2877.95,No
0268-6511,Female,0,No,No,30,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,73.84,2214.98,No
0269-6317,Male,0,No,No,69,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,80.7,5681.93,No
0270-3652,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,104.37,4235.17,No
0271-1205,Male,0,No,No,46,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.13,3336.34,No
0272-2363,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,75.28,4811.5,No
0273-9626,Male,1,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,79.27,,No
0274-4762,Male,1,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),76.19,1819.34,No
0275-5340,Male,0,Yes,Yes,60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.53,3587.22,No
0276-5203,Female,0,No,Yes,7,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,48.86,373.04,No
0277-8043,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),87.19,2048.6,No
0278-1584,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),102.99,1119.36,No
0279-1744,Male,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.42,3974.07,No
0280-3482,Male,1,No,No,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,57.87,3496.08,No
0281-5379,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,93.78,1879.12,Yes
0282-7039,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.75,1453.59,No
0283-5415,Female,1,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,961.83,No
0284-4970,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.74,5947.29,No
0285-9439,Female,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.03,4200.39,No
0286-2449,Female,0,No,No,33,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,67.88,2296.92,No
0287-6144,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,79.6,409.65,No
0288-5879,Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),71.04,3811.98,No
0289-5260,Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,89.68,3449.96,No
0290-8267,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,69.2,2328.26,No
0291-3402,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.71,1067.47,No
0292-9583,Female,1,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.53,4253.55,No
0293-3983,Male,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.0,592.52,No
0294-5904,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.27,653.98,No
0295-5685,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,109.03,2667.33,Yes
0296-8647,Male,1,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,71.55,2520.33,No
0297-4949,Male,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.81,1392.59,No
0298-3560,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),79.81,100.86,Yes
0299-1194,Male,1,No,No,21,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,76.7,1638.7,Yes
0300-4272,Male,0,No,Yes,53,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.95,2566.3,No
0301-8435,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.61,206.02,No
0302-1089,Female,0,Yes,No,58,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),98.79,5645.42,No
0303-9064,Female,0,Yes,Yes,56,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,33.57,1833.36,No
0304-5884,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.01,2313.6,No
0305-2262,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.78,4367.85,No
0306-3719,Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.11,949.45,No
0307-5985,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),76.35,1411.79,No
0308-3840,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.25,158.33,No
0309-1977,Female,1,Yes,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1256.09,No
0310-6993,Female,0,No,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,68.06,4264.64,No
0311-7049,Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),100.23,6585.56,No
0312-2069,Male,0,Yes,No,10,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),37.7,341.58,No
0313-3530,Female,0,No,Yes,70,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.76,6024.66,No
0314-3194,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.45,1253.29,No
