gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.98,437.86,0
Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,98.76,3021.56,0
Female,0,Yes,No,67,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.34,5672.05,0
Male,1,No,No,15,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.07,1080.17,0
Male,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),58.59,2849.31,0
Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.88,592.06,0
Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,100.19,4776.26,0
Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.5,64.12,0
Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.24,1697.42,1
Female,1,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,81.3,5619.82,0
Female,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.2,1573.54,0
Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,119.79,8142.11,0
Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.97,3795.57,0
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.33,425.32,0
Female,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,52.45,1791.05,0
Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.17,4910.82,0
Male,1,No,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),77.61,3939.45,0
Male,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.18,1168.06,0
Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.71,2014.55,0
Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.57,153.59,0
Male,0,No,No,70,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.44,5948.32,0
Male,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,99.97,865.69,1
Female,0,No,No,72,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.77,5642.76,0
Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,72.63,4112.04,0
Female,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.51,854.46,0
Female,0,No,No,34,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.57,2085.07,0
Male,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,66.2,116.23,1
Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,70.79,1593.37,0
Male,0,No,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),83.82,1218.46,1
Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,89.53,4708.74,0
Male,0,Yes,No,14,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),74.2,1060.41,0
Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.99,2011.54,0
Female,1,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,68.88,1498.11,0
Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.47,2034.46,0
Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),89.26,2300.85,0
Female,1,No,No,54,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),87.86,4753.83,0
Male,0,Yes,Yes,48,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.71,3598.31,0
Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.78,6546.1,1
Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.56,1495.88,0
Female,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.87,2361.67,0
Female,0,No,No,47,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),69.74,3289.84,0
Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),61.07,79.17,0
Male,0,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,1303.23,0
Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.92,4161.7,0
Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.39,152.36,0
Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.68,507.93,0
Male,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,68.37,61.38,1
Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.34,1091.9,0
Female,1,Yes,No,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.79,3661.64,0
Male,1,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.07,885.94,1
Male,0,Yes,No,39,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.21,3215.19,0
Female,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,727.33,0
Female,0,No,No,35,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),70.62,2507.75,0
Female,0,Yes,No,45,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,60.92,2777.28,0
Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.5,1659.86,0
Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.7,2430.9,0
Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,84.55,1038.37,0
Female,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.95,5284.78,0
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.4,2821.1,0
Female,1,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.03,705.23,0
Female,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.4,2150.51,0
Female,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,81.64,2069.23,1
Female,1,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,698.8,0
Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.73,2048.91,0
Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.01,1489.4,0
Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.87,295.39,0
Male,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.28,145.91,0
Female,0,Yes,Yes,59,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.49,5121.71,0
Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.56,701.23,0
Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.84,265.17,0
Male,0,No,Yes,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,68.51,193.58,0
Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),102.54,7101.7,0
Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.04,3730.53,0
Female,0,No,Yes,38,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,71.08,2603.64,0
Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,68.08,2877.95,0
Female,0,No,No,30,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,73.84,2214.98,0
Male,0,No,No,69,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,80.7,5681.93,0
Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,104.37,4235.17,0
Male,0,No,No,46,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.13,3336.34,0
Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,75.28,4811.5,0
Male,1,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,79.27,0.0,0
Male,1,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),76.19,1819.34,0
Male,0,Yes,Yes,60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.53,3587.22,0
Female,0,No,Yes,7,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,48.86,373.04,0
Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),87.19,2048.6,0
Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),102.99,1119.36,0
Male,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.42,3974.07,0
Male,1,No,No,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,57.87,3496.08,0
Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,93.78,1879.12,1
Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.75,1453.59,0
Female,1,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,961.83,0
Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.74,5947.29,0
Female,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.03,4200.39,0
Female,0,No,No,33,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,67.88,2296.92,0
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,79.6,409.65,0
Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),71.04,3811.98,0
Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,89.68,3449.96,0
Female,0,Yes,No,33,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,69.2,2328.26,0
Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.71,1067.47,0
Female,1,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.53,4253.55,0
Male,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.0,592.52,0
Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.27,653.98,0
Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,109.03,2667.33,1
Male,1,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,71.55,2520.33,0
Male,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.81,1392.59,0
Female,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),79.81,100.86,1
Male,1,No,No,21,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,76.7,1638.7,1
Male,0,No,Yes,53,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.95,2566.3,0
Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.61,206.02,0
Female,0,Yes,No,58,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),98.79,5645.42,0
Female,0,Yes,Yes,56,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,33.57,1833.36,0
Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.01,2313.6,0
Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.78,4367.85,0
Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.11,949.45,0
Male,0,No,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),76.35,1411.79,0
Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.25,158.33,0
Female,1,Yes,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1256.09,0
Female,0,No,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,68.06,4264.64,0
Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),100.23,6585.56,0
Male,0,Yes,No,10,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),37.7,341.58,0
Female,0,No,Yes,70,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.76,6024.66,0
Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.45,1253.29,0
Male,0,Yes,No,37,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),59.41,2272.89,0
Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.41,652.58,0
Female,0,No,Yes,17,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,59.58,1024.45,0
Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.84,442.24,0
Female,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.32,1116.02,0
Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.16,4161.83,0
Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.96,1946.36,0
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.13,6151.7,0
Male,0,No,No,65,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),66.46,4340.07,0
Female,0,Yes,No,9,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,94.33,888.1,0
Female,1,Yes,No,54,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.37,2957.3,0
Female,1,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.99,1847.61,0
Male,0,No,No,37,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.79,1850.29,0
Female,1,Yes,No,40,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),86.8,3406.63,0
Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,72.12,2077.87,0
Female,0,No,Yes,60,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),103.64,6199.65,0
Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.38,3448.19,0
Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,84.63,3935.71,0
Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.95,0.0,1
Male,1,No,No,70,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.39,6273.62,0
Female,0,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.84,1291.32,0
Female,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),72.1,5024.12,0
Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.56,1472.99,0
Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,103.01,3919.71,0
Female,1,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.83,1595.48,0
